key,identifier,url,title,year,author,degree_grantor,department,degree_supervisor,description,place,lon,lat,Frequency
1284,f3000017,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3000017,These Are a Few of My Favorite Things: The Cultural Meaning of the Tree,2012,"Dryden, Patrick Neil","University of California, Santa Barbara. Sociology",Sociology,Simonetta Falasca-Zamponi,"This dissertation analyzes the cultural meaning of the tree and the ways in which trees reflect and contribute to important discourses about nature and our relationship with the natural world. Although these discourses are often collectively identified as environmentalism, this all-encompassing term contains subtle but important differences that are occluded by the very language of environmentalism. The most important cultural ""location"" for this phenomenon is the tree, which is a metonym for nature. The tree, as representation, as idea, and as a physical organism, is deployed and understood in very different ways and for very different purposes. These differences are rendered invisible to many research methods because contemporary American culture treats trees with automatic hagiographic respect. Direct questioning, through survey research or traditional interviewing, will reveal only the superficial respect given to trees. More creative interview methods, along with a close reading of the way trees are treated in popular culture, reveal the divergent sensibilities that use arboreal language as a way to understand and give meaning to the relationship between humans and the physical world. Interviews were conducted in public urban and forested areas in California, Kansas, and New York and complemented by hermeneutic analysis of tree imagery in Christmas decorations, advertising, and landscape. Each interview revolved around the infamous 'If you were a tree, what kind of tree would you be?' question made popular by Barbara Walters. The methods, interviews and analysis employed reveal just how many faux-environmentalist sensibilities rely on the idea, image, and planting of trees. When the tree is worshiped, uncritically, as a balm for all the ills of the modern world, it denies ecological thinking. The romanticization of the tree is dangerous because it usurps trees from the plant kingdom and uses them to redecorate and remodel urban environments. Trees are a counter-narrative to modernity, but a failed counter-narrative, an evil detournement. Within these discourses, however, is another sensibility, suggesting ways that even a tree-based rhetoric can shift into a more holistic ecological approach that can eliminate the delineation of nature, as non-man, into a vision of an ecology that permeates the urban and rural Earth.",Kansas,-98.4842465,39.011902,4
1284,f3000017,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3000017,These Are a Few of My Favorite Things: The Cultural Meaning of the Tree,2012,"Dryden, Patrick Neil","University of California, Santa Barbara. Sociology",Sociology,Simonetta Falasca-Zamponi,"This dissertation analyzes the cultural meaning of the tree and the ways in which trees reflect and contribute to important discourses about nature and our relationship with the natural world. Although these discourses are often collectively identified as environmentalism, this all-encompassing term contains subtle but important differences that are occluded by the very language of environmentalism. The most important cultural ""location"" for this phenomenon is the tree, which is a metonym for nature. The tree, as representation, as idea, and as a physical organism, is deployed and understood in very different ways and for very different purposes. These differences are rendered invisible to many research methods because contemporary American culture treats trees with automatic hagiographic respect. Direct questioning, through survey research or traditional interviewing, will reveal only the superficial respect given to trees. More creative interview methods, along with a close reading of the way trees are treated in popular culture, reveal the divergent sensibilities that use arboreal language as a way to understand and give meaning to the relationship between humans and the physical world. Interviews were conducted in public urban and forested areas in California, Kansas, and New York and complemented by hermeneutic analysis of tree imagery in Christmas decorations, advertising, and landscape. Each interview revolved around the infamous 'If you were a tree, what kind of tree would you be?' question made popular by Barbara Walters. The methods, interviews and analysis employed reveal just how many faux-environmentalist sensibilities rely on the idea, image, and planting of trees. When the tree is worshiped, uncritically, as a balm for all the ills of the modern world, it denies ecological thinking. The romanticization of the tree is dangerous because it usurps trees from the plant kingdom and uses them to redecorate and remodel urban environments. Trees are a counter-narrative to modernity, but a failed counter-narrative, an evil detournement. Within these discourses, however, is another sensibility, suggesting ways that even a tree-based rhetoric can shift into a more holistic ecological approach that can eliminate the delineation of nature, as non-man, into a vision of an ecology that permeates the urban and rural Earth.",Kansas,-98.4842465,39.011902,4
329,f3v9868r,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3v9868r,Calibration Systems of the KATRIN Experiment and Systematics Inherent in the Search for Sterile Neutrinos at the keV Scale,2015,"Bahr, Matthew A.","University of California, Santa Barbara. Physics",Physics,Benjamin Monreal,"The presence of non-zero neutrino mass is one of the most important discoveries of physics beyond the standard model. Experiments in neutrino oscillation have established the mass splittings and mixing parameters of the (as of now) three known mass states, but the absolute scale of neutrino masses remains a mystery. In addition, evidence has mounted suggesting that the current picture of the three neutrino species may not be complete. The KATRIN (Karlsruhe Tritium Neutrino) experiment aims to measure the neutrino mass to 0.2 eV, representing an order of magnitude improvement in any direct measurement of the absolute scale. KATRIN will accomplish this task by measuring the endpoint spectrum of beta decay electrons from molecular tritium. The high precision beta spectroscopy will be performed via magnetic collimation electrostatic (MAC-E) filter spectroscopy. This measurement technique presents several sources of systematic error. In particular, it is of utmost importance that the activity and column density is of tritium is known to high precision. The presence of backscattered electrons also have the potential to alter the shape of the tritium endpoint. This document contains discussion of these systematic uncertainties, along with the design and construction of calibration systems that aim to reduce those systematics. The question of electron backscattering, and how it applies to the KATRIN measurement has also been explored experimentally for the first time. A measurement has been performed using a scanning electron microscope and custom-designed electrostatic spectrometer to measure the energy spectrum of backscattered electrons close to the tritium endpoint energy. An analysis has also been performed to explore the possible systematics originating from backscattered electrons on a possible keV-scale sterile neutrino search. The electron backscattering experiment has measured Auger electrons from gold in the energy range 6-11 keV produced at a rate of 10-4 Auger electrons per incident electron. An investigation of proposed keV sterile neutrino search analysis methods show that this rate of Auger electron production is problematic, and work needs to be done to reduce this source of background if a keV-scale sterile neutrino search is to be successful.",Karlsruhe,8.4037,49.0069,1
1330,f3zs2tfx,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3zs2tfx,Parent-Implemented Video Self-Management Targeting Nonverbal Pragmatics in Children with Autism,2012,"Levinger, Katherine JoAnne","University of California, Santa Barbara. Counseling, Clinical and School Psychology","Counseling, Clinical and School Psychology",Robert L. Koegel,"Parent-Implemented Video Self --Management Targeting Nonverbal Pragmatics in Children with Autism by Katherine JoAnne Levinger Social deficits are considered a primary symptom of Autism Spectrum Disorder (ASD). This includes difficulties with pragmatics and social conversation. Many individuals with ASD display inappropriate nonverbal pragmatic behavior when engaging in social conversation about typical, age --appropriate topics. The current study employed a multiple baseline design across participants to assess the effects of a parent --implemented video self --management intervention to improve a child's nonverbal pragmatic behavior and reciprocal responding during social conversation. The study also assessed whether the intervention would result in collateral gains in parent affect and confidence, child affect, and parent --child synchronous engagement. Results indicated that the intervention was associated with increased percentages of appropriate nonverbal pragmatic behavior, as well as increased percentages of reciprocal responding, during social conversation. Collateral gains also occurred in child affect, parent affect and confidence, and parent --child synchronous engagement. Additionally, gains associated with the intervention generalized to new conversational partners and maintained over time.",Katherine,132.2715145,-14.4521139,2
1030,f3z03694,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3z03694,Part One: Compositional Utilization of Sensory Dissonance. Part Two: A Portfolio of Compositions,2013,"Hansen, Brian Michael","University of California, Santa Barbara. Music",Music,Clarence Barlow,"Part One: This document will present the calculation of sensory dissonance and its potential structural implications for music composition. The goal is to present tools and approaches that can serve composers and theorists in their endeavors to create and understand music. It will accomplish this by demonstrating how the calculation of sensory dissonance can be used to model sonic and compositional structures in the timbral, harmonic, and spatial domains. Part Two: A Portfolio of Compositions. A portfolio of compositions, including scores of. - Binated Triphasis for sextet comprised of two bass clarinets in B&flat;, two bassoons, and two horns in F. - Activity and Presence for cello and computer. - the sky for voice and computer. - Completion of J. S. Bach's Contrapunctus IV from The Art of the Fugue. - Studies of Sonic Process for player piano and computer. A compact disk including. - Activity and Presence as performed by Katherine Mendenhall and Brian Hansen. - the sky as performed by Katherine Saxon and Brian Hansen. - Studies of Sonic Process as performed by Brian Hansen. - A Family Portrait for fixed electronics. - San Viento for fixed electronics. - Drops: Popping Drains and Lapping Waves for fixed electronics. - sinophonme for fixed electronics. A DVD including. - Arch a virtual sonic sculpture. - Sensations of Tone an interactive audio-visual installation.",Katherine,132.2715145,-14.4521139,2
584,f32j691c,https://www.alexandria.ucsb.edu/lib/ark:/48907/f32j691c,Glacial Response to Climate Change in the Tien Shan Mountain Range of Central Asia,2014,"Smith, Taylor","University of California, Santa Barbara. Geography",Geography,Bodo Bookhagen,"High Mountain Asia (HMA) has been strongly impacted by climate change, and will continue to be impacted by diverse climate stressors in the coming years. A combination of changing weather patterns and retreating glaciers has begun to impact water resources in the region; the rate, extent, and mechanisms behind these changes are poorly quantified due to a lack of data and process understanding. As rivers sourced in HMA feed more than a billion people in the region, increased understanding of climate impacts on regional hydrology is essential for effective water management. Glaciers play a diverse role in hydrology throughout the range, with some catchments having little to no reliance on glacial meltwater, and some catchments receiving almost all of their water from glaciers. This study aims to decipher the impact of climate change on glaciers in the Tien Shan mountain range, a large and understudied region that extends roughly 2,800 km northeast from the Pamir Knot in Tajikistan through China, Kazakhstan, Kyrgyzstan, and Mongolia towards the Altai Mountains. As glacial area extents do not present a complete picture of the impacts of climate change on glaciers, the author undertook a pilot study to examine the mass balances of glaciers throughout the range. Mass balance estimates are a proxy for changes in water equivalent stored in a glacier, and are thus essential measurements for understanding the hydrology of the range. The author presents preliminary evidence that high elevation areas in the Tien Shan are thickening, even in the context of retreating glacial tongues. This implies an overall gain of ice mass in the region, despite generally retreating glaciers. This trend was linked to recent increases in precipitation in the range, as well as increases in air temperature. There is not yet enough data to unravel changes in glacier mass balance across the range, although the author predicts that the recently coined 'Karakoram Anomaly' may in fact need to be renamed to include both the Pamir and the western Tien Shan. After validating the algorithm against multiple manually digitized control datasets, the author applied it to a study area encompassing six Landsat scene footprints along the strike of the Tien Shan Orogen. A statistically significant, though minor, gradient in glacier retreat was found, where those glaciers in the west of the range have retreated less than those glaciers in the east. This gradient is explained by differences in regional climate, where large winter storms tend to arrive from the west and break apart and weaken before moving towards the eastern edge of the range. This is substantiated by differences in mean annual precipitation, as derived from Tropical Rainfall Measurement Mission (TRMM) 3B43 V7 data, as well as differences in atmospheric lapse rates, where the western region of the range remains cold year-round and the more eastern edges have larger annual temperature fluctuations, as well as a lower overall lapse rate, which implies higher temperatures at higher elevations. Previous studies in the region lack the data to decipher gradients in glacial retreat across the range. To address this data deficit, the author designed and implemented a glacial mapping algorithm which delineates both clean glacial ice---methods which are well documented---and glacial debris tongues, which often require extensive manual digitization. This research is the most significant part of the thesis, and improves upon methods developed to automatically delineate glacial areas using spectral, topographic, velocity, and spatial relationships. The author found that the algorithm misclassifies between 2 and 10% of glacial areas, compared to a ~700 glacier control dataset. These results show significant improvement over previously used methods, as well as large-scale glacier databases such as the Randolph Glacier Inventory (RGI) which are commonly used in mountain-belt scale studies of glaciers.",Kazakhstan,66.923684,48.019573,1
1221,f3js9ndb,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3js9ndb,Analysis of Geographically Embedded Networks,2013,"Glennon, John Alan","University of California, Santa Barbara. Geography",Geography,Michael F. Goodchild,"Geographically embedded networks (GENets) are systems of physical and abstract linked relationships contained wholly or partially within geographic space. The purpose of this dissertation is to examine the question, ""what are the particular characteristics of networks in geography?"" To uncover such properties, a series of network case studies is examined and each translated into computational data structures or workflows. Constrained as computational models, the cases are assessed and compared for patterns and common approaches. The modeling serves, 1) as a methodological template for the discovery of network properties, and 2) to reveal an initial set of characteristics for consideration based on the contemporary state of quantitative geographical analysis. The use cases are examined first by focusing on data structures and second through analytical workflows. The data structure use cases were selected to represent diverse GENet conditions and include Minard's map of Napoleon's March on Moscow, a Census table of state-to-state human migration, and a GIS dataset of the flow routes in Kentucky's Mammoth Cave karst watershed. The analytical workflow use cases include an optimization problem (shortest path calculation), a process model (stream network generation from an elevation model), a simulation (growth along an urban corridor), and a GIS feature comparison (selection of streets bounding a city block). Commonalities from the data structure cases are distilled into a general model, but the analytical cases cannot be similarly reconciled. In order to make the geographic aspects of the analytical cases explicit, the cases are evaluated against a set of tests for spatial models devised by Goodchild (2012). From the case studies and tests, GENet characteristics can be subdivided into two categories: those that are properties of network with respect to the physical environment and those that are properties of representation. GENets with arcs or nodes that physically exist in the environment may exhibit characteristics of constituent heterogeneity and areal interaction. GENets representations are affected by issues of scale and spatial uncertainty. To evaluate these characteristics in a GIS implementation, an itinerary planning GENet problem, the Geyser Travel Problem, is introduced. The problem offers a practical application of GENet workflows in GIS and an avenue for discussion of associated best practices.",Kentucky,-84.2700179,37.8393332,2
1221,f3js9ndb,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3js9ndb,Analysis of Geographically Embedded Networks,2013,"Glennon, John Alan","University of California, Santa Barbara. Geography",Geography,Michael F. Goodchild,"Geographically embedded networks (GENets) are systems of physical and abstract linked relationships contained wholly or partially within geographic space. The purpose of this dissertation is to examine the question, ""what are the particular characteristics of networks in geography?"" To uncover such properties, a series of network case studies is examined and each translated into computational data structures or workflows. Constrained as computational models, the cases are assessed and compared for patterns and common approaches. The modeling serves, 1) as a methodological template for the discovery of network properties, and 2) to reveal an initial set of characteristics for consideration based on the contemporary state of quantitative geographical analysis. The use cases are examined first by focusing on data structures and second through analytical workflows. The data structure use cases were selected to represent diverse GENet conditions and include Minard's map of Napoleon's March on Moscow, a Census table of state-to-state human migration, and a GIS dataset of the flow routes in Kentucky's Mammoth Cave karst watershed. The analytical workflow use cases include an optimization problem (shortest path calculation), a process model (stream network generation from an elevation model), a simulation (growth along an urban corridor), and a GIS feature comparison (selection of streets bounding a city block). Commonalities from the data structure cases are distilled into a general model, but the analytical cases cannot be similarly reconciled. In order to make the geographic aspects of the analytical cases explicit, the cases are evaluated against a set of tests for spatial models devised by Goodchild (2012). From the case studies and tests, GENet characteristics can be subdivided into two categories: those that are properties of network with respect to the physical environment and those that are properties of representation. GENets with arcs or nodes that physically exist in the environment may exhibit characteristics of constituent heterogeneity and areal interaction. GENets representations are affected by issues of scale and spatial uncertainty. To evaluate these characteristics in a GIS implementation, an itinerary planning GENet problem, the Geyser Travel Problem, is introduced. The problem offers a practical application of GENet workflows in GIS and an avenue for discussion of associated best practices.",Kentucky,-84.2700179,37.8393332,2
277,f3tq5zqc,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3tq5zqc,Improving Health with Science : Exploring Community-Driven Science Education in Kenya,2015,"Leak, Anne Emerson","University of California, Santa Barbara. Education - Gevirtz Graduate School",Education - Gevirtz Graduate School,Danielle B. Harlow,"This study examines the role of place-based science education in fostering student-driven health interventions. While literature shows the need to connect science with students' place and community, there is limited understanding of strategies for doing so. Making such connections is important for underrepresented students who tend to perceive learning science in school as disconnected to their experiences out of school (Aikenhead, Calabrese-Barton, & Chinn, 2006). To better understand how students can learn to connect place and community with science and engineering practices in a village in Kenya, I worked with community leaders, teachers, and students to develop and study an education program (a school-based health club) with the goal of improving knowledge of health and sanitation in a Kenyan village. While students selected the health topics and problems they hoped to address through participating in the club, the topics were taught with a focus on providing opportunities for students to learn the practices of science and health applications of these practices. Students learned chemistry, physics, environmental science, and engineering to help them address the health problems they had identified in their community. Surveys, student artifacts, ethnographic field notes, and interview data from six months of field research were used to examine the following questions: (1) In what ways were learning opportunities planned for using science and engineering practices to improve community health? (2) In what ways did students apply science and engineering practices and knowledge learned from the health club in their school, homes, and community? and (3) What factors seemed to influence whether students applied or intended to apply what they learned in the health club? Drawing on place-based science education theory and community-engagement models of health, process and structural coding (Saldana, 2013) were used to determine patterns in students' applications of their learning. Students applied learning across health topics they identified as interesting and relevant to their community: hand-washing, disease-prevention, first aid, balanced diet, and water. Students' application of their learning was influenced by internal, external, and relational factors with the community, science education factors, and cultural factors. Some factors, which may have been barriers for students to apply their learning, were turned into supports via bridging strategies used by the students and teacher. Bridging strategies allowed students to connect between their place and science in meaningful ways in the classroom. These strategies were critical in bringing students' place into the classroom and enabling students to apply their learning toward place. The model resulting from the identified factors informed existing models for sociocultural considerations in community-based health interventions. The community-engagement applied practices of science (CAPS) model serves to conceptualize findings in this study and informs an integrated method for using community-engagement education as a stimuli for students to become cultural brokers and improve community health. In addition to focusing on teaching practices of science and encouraging students to apply their learning, this research suggests that bridging strategies can be used to connect science with a students' place in meaningful ways that serve both students and their local communities.",Kenya,37.906193,-0.023559,7
1051,f33t9f6g,https://www.alexandria.ucsb.edu/lib/ark:/48907/f33t9f6g,Three Essays on Time Varying Spatial Price Behavior and Correlation Structures,2013,"Davenport, Francis Marion, IV","University of California, Santa Barbara. Geography",Geography,"Stuart Sweeney, Douglas Steigerwald","This dissertation consists of three separate papers. In the first paper I ask how the influence of global and local forces on Mexican maize prices changed during a period when markets became more open to inter and intra-national trade. I find that the influence of global forces do vary over the study period, and counter to expectation, are highest at the beginning and middle of the period rather than the end. In contrast, the influence of local forces follows expectation and decreases over time. However the effect sizes diminish in a model that accounts for unobserved state-year variation, which could include policy interventions designed specifically to cushion against local influences. Overall, the results suggest that opening agricultural markets can result in regionally distinct outcomes and that government price supports have a stronger impact on the influence of local forces than they do on global forces. In the second paper I evaluate characteristic based clustering (CBC) as a tool to both facilitate forecasts of cross-market grain price data and conduct exploratory analysis of price behavior dissimilarities across multiple markets. Characteristic based clustering refers to the practice of identifying similarities in multiple time series where the distances among the time series are a function of the structural characteristics in the data. I conduct a simulation experiment to determine if the characteristic clustering approach can be used to improve the accuracy or computational efficiency of grain price forecasts. I find that forecasts from characteristic based clusters of time series are sometimes as accurate as forecasts from individual time series and can be completed in 60-80% of the computational time. In the second half of the paper I use characteristic based clustering to explore the similarity of price behavior among Kenyan maize markets. I find that price behavior in remote markets has become increasingly dissimilar from markets in other Kenyan cities, and that these dissimilarities cannot be explained solely by geographic distance. The final paper focuses on the appropriate method of inference when modeling balanced spatial panel data with unobserved time varying spatial correlation. I use simulation experiments to compare the performance of estimation techniques that use prespecified spatial weights matrices and those that do not. The results suggest that the pattern of time varying correlation does have some impact on the choice of method, but not as much as the spatial weights misspecification literature would suggest. I also find that choosing the appropriate inferential method is less of a concern if the data generating process follows a hub and spoke correlation structure. Finally, I confirm earlier results that the cluster robust modifications proposed by Bester, Conley, and Hansen (2011) perform well as long as group sizes are chosen appropriately.",Kenya,37.906193,-0.023559,7
1516,f32f7kh9,https://www.alexandria.ucsb.edu/lib/ark:/48907/f32f7kh9,"The Impact of Household HIV/AIDS on Fuel, Water and Subsistence Livelihoods: Evidence from the 2008-2009 Kenyan Demographic Health Survey",2012,"de Moor, Emily","University of California, Santa Barbara. Geography",Geography,Oliver Chadwick,"HIV/AIDS can present a significant economic, medical, and psychological shock to households in sub-Saharan Africa, and can considerably alter household livelihood behavior. While there is speculation that household impoverishment related to HIV-affliction and the onset of AIDS can drive households into greater dependence on their local, natural environment for food, medicine, fuel, construction materials, and other products, evidence is limited. This study queried the 2008-2009 Kenyan Demographic Health Survey Database for associations at the national level between household HIV-affliction and three natural resource use variables: primary household fuel type, drinking water source, and presence in the household of an adult self-reporting as a subsistence fisheries or agricultural worker. Manual, step-wise binomial and multinomial logistic regression models (N=4000+ households) were constructed to examine these associations while controlling for geographic and socio-demographic factors. Model results demonstrated that HIV-afflicted households were 40-70% less likely than un-afflicted households to use natural fuels compared to processed fuels, and 30% less likely (weighted model, only) to rely on surface water sources compared to purchased or engineered water sources. No difference was detected between HIV-afflicted versus un-afflicted households regarding presence of an adult engaged in subsistence fishery or agricultural work. While a cross-sectional analysis limits discussion of causality, possible explanations include household adaptation to labor loss and/or increased exposure to HIV infection of communities with access to infrastructure. The results of this study caution against case study bias in the existing HIV-environment literature, and highlight the need for randomized, longitudinal studies on this topic.",Kenya,37.906193,-0.023559,7
1726,f3kw5cz1,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3kw5cz1,A Spatially Distributed Agent-Based Model for Exploring Tuberculosis Risk Factors in Kenya,2011,"Hurt, Indy Marie","University of California, Santa Barbara. Geography",Geography,Michael F. Goodchild,"How might risk perception and risk factors influence the spread of disease? To answer this question, we must first understand how risk perception influences risk-taking behaviors that result in an increased susceptibility to infection. Risk factors classified as behavioral and medical also contribute to susceptibility. This research explores the dynamics of tuberculosis disease spread in West Kenya. Behaviors associated with tuberculosis are complex and driven by a number of factors as evidenced by the current body of knowledge. A literature review on the role of tuberculosis perception, with an emphasis on perceived causes and modes of transmission, highlights this fact. To encapsulate decisions, this research explores one behavioral consequence of risk perception: avoidance. The act of accepting risk based on some utility to interact with a known infected individual can, in some cases, be identified as risk attenuation. In other cases, an individual may have little control over whom they interact with and when. To explore how these dynamics may influence the spread of tuberculosis; an agent-based model was employed. West Kenya was chosen to test the model due to its increasing rates of newly diagnosed tuberculosis cases and the identification of several multidrug-resistant cases. HIV and tuberculosis co-infections are also of particular concern for health officials in Kenya and many other parts of the world. Avoidance as a way to reduce contact with infectious individuals did not show a favorable result in the simulated population, and additional experiments to explore the potential consequences of an increased stigmatization of the disease brought about by widespread avoidance further produced unfavorable results. Due to crowding, avoidance did little to reduce initial infections, yet a scaling effect was identified as a limitation. More favorable results were found when other risk factors associated with tuberculosis were reduced, effectively simulating a more resilient population able to fight off initial infection and transition to the infectious active stage of the disease. Finally, an exploration of better treatment compliance and the outcomes for a shorter treatment option showed the greatest impact on the simulated population. While education campaigns may be necessary to increase the overall understanding of tuberculosis within the population, efforts to strengthen the population against initial infection and furthering the development of shorter treatment options that improve treatment compliance will have the greatest positive impact on the population.",Kenya,37.906193,-0.023559,7
1202,f3862ddf,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3862ddf,Developing a Reflexive Framework for Sustainable Development -- The Case of Save Lamu,2013,"Starks, Michael Joseph","University of California, Santa Barbara. Global and International Studies",Global and International Studies,Mark Juergensmeyer,"The challenge of sustainable development in an emerging Africa is how to negotiate between increasingly complex competing views and interests. This is especially relevant in the face of rising global risks. I use a case study of the ongoing construction of the LAPSSET Corridor megaproject in Kenya to highlight the complexities and intersections of competing interests. I focus on the relationship between the Government of Kenya and a transnational coalition called Save Lamu. I argue that understanding the process of development, which involves reflexivity as a central element, helps us explore the complexities and intersections. Knowing the interests of stakeholders and how they intersect helps point us towards how these interests may be balanced. The result is a precautionary approach to development which leads to sustainable development.",Kenya,37.906193,-0.023559,7
365,f3p55kmq,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3p55kmq,Between Africa and Islam: An Analysis of Pre-Colonial Swahili Architecture,2014,"Lauren, Samantha","University of California, Santa Barbara. History of Art and Architecture",History of Art and Architecture,Nuha N. N. Khoury,"This work re-considers current descriptions of pre-colonial Swahili stone architecture by applying formal analysis to structures from the 'golden age' of the fourteenth and fifteenth centuries and the Swahili heartland regions of mainland Tanzania and Kenya. The results of this analysis are compared to mainstream descriptions of Swahili architecture. They are then used to make comparisons between the remains of pre-colonial Swahili stone structures and those in built environments that are popularly identified as essentially 'Islamic.' This project seeks to generate an updated description of early Swahili architecture while providing a useful case study of Islamic architecture at the margins of the field. The data for this work was attained through a combination of archival and onsite research. The latter was carried out through visits to Kenya and Tanzania over the course of two summers, 2006 and 2009. The analysis is separated into sections focusing on religious, domestic and public spaces that were chosen from a cross section of stone town sites. The findings support that pre-colonial Swahili spaces were designed by and for the local Swahili community. The analysis of religious structures suggests that nine-bay mosques may have had a commemorative function. For larger mosques it is proposed that longitudinal orientation and the visual obstruction of the mihrab by central pillars are deliberate (rather than accidental) features that were intended to emphasize the direction of prayer. The analysis of housing reveals that pre-colonial Swahili stone houses exhibit only minimal degrees of visual restriction: the stringently gendered, intimacy gradient that is thought to circumscribe both social and physical Swahili space was a relatively late development that can be linked to the period of Omani colonization in the eighteenth and nineteenth centuries. The late colonial period also marks the earliest evidence of a formal relationship between Swahili stone houses and coastal South Arabian houses. The analysis of public space suggests that pre-sixteenth century parallels between Mijikenda and Swahili urban form are tenuous at best. When these parallels exist they can be ascribed to a shared cultural climate without the necessity of identifying direct links between one or another local groups.",Kenya,37.906193,-0.023559,7
42,f3br8s01,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3br8s01,The cohesive function of prosody in Ekegusii (Kisii) narratives : A functional-typological approach,2016,"Hieber, Daniel William","University of California, Santa Barbara. Linguistics",Linguistics,Carol Genetti,"This thesis aims to advance the idea that prosody is fundamentally about creating cohesion, that is, signaling the ""relations of meaning that exist within the text"" (Halliday & Hasan 1976:4). Building on research on the cohesive function of prosody by Wichmann (2000) and Wennerstrom (2001), I show how each of the features generally referred to as prosodic are used by speakers to lend cohesion to their discourse by signaling the transitions from one unit of discourse to the next, the relations that hold between those units, and their relative prominence. To accomplish this, I look at six prosodic cues in Ekegusii, a Great Lakes Bantu language of southwestern Kenya with lexical and grammatical tone (Cammenga 2002; Nash 2011). Those cues are pause, vowel elision, prosodic accent, pitch reset, isotony (intonational parallelism), and intonational contour. For each feature, I exemplify the ways in which it demarcates conceptually cohesive units of discourse, and/or signals the relations between one unit of speech and another. I show that when these prosodic cues appear, they create cohesive ties between one segment of discourse and another by signaling where one discourse topic ends and another begins, and indicating how -- and how closely -- the new discourse topic relates to the old (Couper-Kuhlen 2004; Swerts & Geluykens 1994). Together with morphosyntactic devices for cohesion, such as anaphoric pronouns and reference, the cohesive ties created by prosody are what give coherence to the text, thus distinguishing it from a random assortment of unrelated utterances (Halliday & Hasan 1976). I conclude by discussing how an understanding of prosody as a means for signaling discourse cohesion complements more interactional approaches to prosody (Barth-Weingarten 2013; Barth-Weingarten & Reber 2010; Couper-Kuhlen & Ford 2004), and provides a language-independent means of examining prosody crosslinguistically, thus laying a foundation for future typological studies.",Kenya,37.906193,-0.023559,7
1359,f3r49nvg,https://www.alexandria.ucsb.edu/lib/ark:/48907/f3r49nvg,"Mississippi West: Race, Politics, and Civil Rights in California's Central Valley, 1947--1984",2012,"Rosales, Oliver Arthur","University of California, Santa Barbara. History",History,Mario T. Garcia,"The history of race, politics, and civil rights in California's Central Valley is an important yet understudied aspect of multiracial history in the American West. Kern County and the city of Bakersfield were critical epicenters of civil rights activism during the twentieth century. Simultaneously, an equally active and sometimes hostile, conservative resistance toward labor and civil rights existed in the region. In the immediate post-World War II era, Mexican Americans built racial coalitions with African Americans and white liberals to challenge racial segregation and discrimination in housing and employment. In the ensuing decades, the war on poverty, farmworker, and Chicana/o power movements impacted racial coalition building and civil rights reform in complex ways, including struggles over increased political representation for racial minorities, expansion of rural-migrant health care, and school desegregation. Since World War II through the rise of the modern political right, Mexican immigrants and their descendants shaped rural and urban civil rights reform in California's interior. This dissertation draws upon several archival repositories related to labor and civil rights history in California's Central Valley, including the collected papers of the United Farm Workers (UFW), the Mexican American Legal Defense and Education Fund (MALDEF), the National Association for the Advancement of Colored People Region I, West Coast Branch (NAACP-WC), the Office of Economic Opportunity (OEO), as well as previously unexamined personal paper collections of Bakersfield civil rights leaders and politicians. Referred to pejoratively as ""Mississippi West"", given the county's vibrant history of civil rights activism and antistatist opposition toward civil rights, Kern County is ground-zero for a massive demographic transformation from a white to Hispanic majority; a trend other U.S. regions will experience in the coming decades. The history of race relations, civil rights, and politics in the region sheds light on the importance of a burgeoning Latino population, as well as marks a bellwether for future U.S. social and political trends in California and beyond.",Kern County,-118.8596804,35.4937274,1
